Total bytes: 50948 (49.8 KB), 1.947 bpb, 1.945 bps w/ no header, Normalized Dissimilarity Rate: 0.973665
Total bytes: 50950 (49.8 KB), 1.947 bpb, 1.945 bps w/ no header, Normalized Dissimilarity Rate: 0.973703
Total bytes: 50969 (49.8 KB), 1.948 bpb, 1.946 bps w/ no header, Normalized Dissimilarity Rate: 0.974066
Total bytes: 51017 (49.8 KB), 1.95 bpb, 1.946 bps w/ no header, Normalized Dissimilarity Rate: 0.974984
Total bytes: 51011 (49.8 KB), 1.95 bpb, 1.946 bps w/ no header, Normalized Dissimilarity Rate: 0.974869
Total bytes: 51023 (49.8 KB), 1.95 bpb, 1.945 bps w/ no header, Normalized Dissimilarity Rate: 0.975098
Total bytes: 190021 (185.6 KB), 1.849 bpb, 1.848 bps w/ no header, Normalized Dissimilarity Rate: 0.924259
Total bytes: 190774 (186.3 KB), 1.856 bpb, 1.855 bps w/ no header, Normalized Dissimilarity Rate: 0.927922
Total bytes: 189861 (185.4 KB), 1.847 bpb, 1.846 bps w/ no header, Normalized Dissimilarity Rate: 0.923481
Total bytes: 189425 (185.0 KB), 1.843 bpb, 1.842 bps w/ no header, Normalized Dissimilarity Rate: 0.92136
Total bytes: 189120 (184.7 KB), 1.84 bpb, 1.839 bps w/ no header, Normalized Dissimilarity Rate: 0.919877
Total bytes: 189113 (184.7 KB), 1.84 bpb, 1.839 bps w/ no header, Normalized Dissimilarity Rate: 0.919843
Total bytes: 189074 (184.6 KB), 1.839 bpb, 1.838 bps w/ no header, Normalized Dissimilarity Rate: 0.919653
Total bytes: 68159 (66.6 KB), 1.832 bpb, 1.831 bps w/ no header, Normalized Dissimilarity Rate: 0.916168
Total bytes: 68097 (66.5 KB), 1.831 bpb, 1.829 bps w/ no header, Normalized Dissimilarity Rate: 0.915335
Total bytes: 68065 (66.5 KB), 1.83 bpb, 1.828 bps w/ no header, Normalized Dissimilarity Rate: 0.914904
