Total bytes: 3553226 (3.4 MB), 1.894 bpb, 1.894 bps w/ no header, Normalized Dissimilarity Rate: 0.947047
Total bytes: 3481361 (3.3 MB), 1.856 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.927893
Total bytes: 3413668 (3.3 MB), 1.82 bpb, 1.82 bps w/ no header, Normalized Dissimilarity Rate: 0.909851
Total bytes: 3318005 (3.2 MB), 1.769 bpb, 1.769 bps w/ no header, Normalized Dissimilarity Rate: 0.884353
Total bytes: 306136 (299.0 KB), 1.784 bpb, 1.784 bps w/ no header, Normalized Dissimilarity Rate: 0.891907
Total bytes: 310080 (302.8 KB), 1.807 bpb, 1.806 bps w/ no header, Normalized Dissimilarity Rate: 0.903397
Total bytes: 301894 (294.8 KB), 1.759 bpb, 1.759 bps w/ no header, Normalized Dissimilarity Rate: 0.879548
Total bytes: 297557 (290.6 KB), 1.734 bpb, 1.733 bps w/ no header, Normalized Dissimilarity Rate: 0.866912
Total bytes: 294934 (288.0 KB), 1.719 bpb, 1.718 bps w/ no header, Normalized Dissimilarity Rate: 0.85927
Total bytes: 1217469 (1.2 MB), 1.823 bpb, 1.823 bps w/ no header, Normalized Dissimilarity Rate: 0.911497
Total bytes: 1222641 (1.2 MB), 1.831 bpb, 1.831 bps w/ no header, Normalized Dissimilarity Rate: 0.91537
Total bytes: 1214268 (1.2 MB), 1.818 bpb, 1.818 bps w/ no header, Normalized Dissimilarity Rate: 0.909101
Total bytes: 1203536 (1.1 MB), 1.802 bpb, 1.802 bps w/ no header, Normalized Dissimilarity Rate: 0.901066
Total bytes: 1180411 (1.1 MB), 1.768 bpb, 1.767 bps w/ no header, Normalized Dissimilarity Rate: 0.883753
Total bytes: 448219 (437.7 KB), 1.876 bpb, 1.876 bps w/ no header, Normalized Dissimilarity Rate: 0.938172
Total bytes: 449592 (439.1 KB), 1.882 bpb, 1.882 bps w/ no header, Normalized Dissimilarity Rate: 0.941045
Total bytes: 446735 (436.3 KB), 1.87 bpb, 1.87 bps w/ no header, Normalized Dissimilarity Rate: 0.935065
Total bytes: 444768 (434.3 KB), 1.862 bpb, 1.862 bps w/ no header, Normalized Dissimilarity Rate: 0.930948
Total bytes: 443446 (433.1 KB), 1.856 bpb, 1.856 bps w/ no header, Normalized Dissimilarity Rate: 0.928181
Total bytes: 506072 (494.2 KB), 1.825 bpb, 1.825 bps w/ no header, Normalized Dissimilarity Rate: 0.912515
Total bytes: 510870 (498.9 KB), 1.842 bpb, 1.842 bps w/ no header, Normalized Dissimilarity Rate: 0.921166
